conf_name,market,school_city,first_name,last_name,birthplace_city,birthplace_state,birthplace_country,FGM,Steals,Three_PTM,FTM,Blocks,Offensive_Reb,Assists,Defensive_Reb,Fouls,FT_Miss,FG_Miss,Turnovers,Minutes,team_games_played_2017,games_played_on_team,attendance,avg_mins_per_game
Pacific 12,Oregon,"Eugene, OR, USA",PAYTON,PRITCHARD,West Linn,OR, USA,178,51,85,82,0,18,171,120,88,24,220,76,1265,36,36,1,35.14
Big Sky,Idaho,"Moscow, ID, USA",PERRION,CALLANDRET,Bothell,WA, USA,92,23,37,38,9,12,82,79,32,19,117,63,719,31,27,0.87,23.19
Atlantic 10,Fordham,"Bronx, NY, USA",PERRIS,HICKS,Los Angeles,CA, USA,65,36,35,42,0,8,29,28,61,14,101,27,713,31,29,0.94,23
Atlantic 10,Davidson,"Davidson, NC, USA",PEYTON,ALDRIDGE,Leavittsburg,OH, USA,252,13,77,120,20,46,82,205,51,21,274,40,1245,33,33,1,37.73
Big East,Villanova,"Philadelphia, PA, USA",PHIL,BOOTH,Baltimore,MD, USA,108,27,55,60,6,12,95,92,56,15,137,45,903,40,33,0.82,22.57
Atlantic Coast,Florida State,"Tallahassee, FL, USA",PHIL,COFER,Atlanta,GA, USA,168,19,48,65,8,56,26,122,47,29,178,42,1026,35,35,1,29.31
Missouri Valley,Illinois State,"Normal, IL, USA",PHIL,FAYNE,Elk Grove,CA, USA,181,35,0,89,28,99,27,117,80,84,123,51,867,33,29,0.88,26.27
West Coast,Portland,"Portland, OR, USA",PHILIPP,HARTWICH,Cologne,, DEU,71,15,0,27,73,60,40,193,110,62,41,44,826,32,32,1,25.81
Mid Eastern Athletic,Morgan State,"Baltimore, MD, USA",PHILLIP,CARR,Brooklyn,NY, USA,152,21,11,110,21,91,39,197,69,20,200,53,1018,32,31,0.97,31.81
Big South,Charleston Southern,"North Charleston, SC, USA",PHLANDROUS,FLEMING,Athens,GA, USA,106,36,43,52,12,39,47,75,48,20,148,42,812,31,29,0.94,26.19
Atlantic 10,Saint Joseph's (PA),"Philadelphia, PA, USA",PIERFRANCESCO,OLIVA,Taranto,, ITA,72,26,19,43,21,35,93,177,74,43,74,63,851,32,31,0.97,26.59
Horizon,Green Bay,"Green Bay, WI, USA",PJ,PIPES,Woodridge,IL, USA,75,22,27,59,3,15,64,62,70,10,127,46,740,33,33,1,22.42
Southeastern,Kentucky,"Lexington, KY, USA",PJ,WASHINGTON,Dallas,TX, USA,134,28,5,126,31,67,57,144,101,82,125,71,1012,37,37,1,27.35
Atlantic 10,La Salle,"Philadelphia, PA, USA",POOKIE,POWELL,Orlando,FL, USA,178,25,56,95,4,11,130,114,52,23,264,79,1099,32,30,0.94,34.34
Mountain West,Colorado State,"Fort Collins, CO, USA",PRENTISS,NIXON,Bolingbrook,IL, USA,133,40,66,102,3,8,53,78,66,19,237,56,867,32,27,0.84,27.09
Mid Eastern Athletic,Norfolk State,"Norfolk, VA, USA",PRESTON,BUNGEI,Albuquerque,NM, USA,100,29,9,73,23,52,71,149,70,29,135,77,926,33,33,1,28.06
Pacific 12,UCLA,"Los Angeles, CA, USA",PRINCE,ALI,Bronx,NY, USA,103,25,36,59,6,24,46,78,59,33,131,46,757,33,33,1,22.94
Metro Atlantic Athletic,Siena,"Albany, NY, USA",PRINCE,ODURO,Toronto,ON, CAN,121,7,0,41,21,48,23,109,70,82,129,66,795,32,31,0.97,24.84
Atlantic 10,Fordham,"Bronx, NY, USA",PROKOP,SLANINA,Brno,, CZE,145,36,35,39,37,45,42,102,98,12,146,44,922,31,29,0.94,29.74
Missouri Valley,Indiana State,"Terre Haute, IN, USA",QIYDAR,DAVIS,Atlanta,GA, USA,106,45,27,56,18,34,29,98,87,17,120,48,756,31,29,0.94,24.39
Southeastern,Kentucky,"Lexington, KY, USA",QUADE,GREEN,Philadelphia,PA, USA,116,11,41,42,0,13,91,47,55,10,141,55,869,37,34,0.92,23.49
Sun Belt,Georgia Southern,"Statesboro, GA, USA",QUAN,JACKSON,Tallahassee,FL, USA,79,48,24,49,9,30,29,75,46,44,113,33,689,33,33,1,20.88
Southland,McNeese State,"Lake Charles, LA, USA",QUATARRIUS,WILSON,Mobile,AL, USA,125,22,6,56,28,105,39,192,47,35,122,67,868,29,29,1,29.93
Big East,Xavier,"Cincinnati, OH, USA",QUENTIN,GOODIN,Campbellsville,KY, USA,106,32,19,72,7,9,171,94,73,19,132,80,1039,35,35,1,29.69
Atlantic Coast,Louisville,"Louisville, KY, USA",QUENTIN,SNIDER,Louisville,KY, USA,135,18,69,84,0,15,144,82,38,13,205,55,1155,36,36,1,32.08
Mountain West,Utah State,"Logan, UT, USA",QUINN,TAYLOR,Houston,TX, USA,92,13,14,26,24,67,45,87,83,20,60,28,763,34,33,0.97,22.44
Metro Atlantic Athletic,St. Peter's,"Jersey City, NJ, USA",QUINN,TAYLOR,Amarillo,TX, USA,79,33,11,72,9,54,53,129,86,23,83,65,848,32,32,1,26.5
Southeastern,Mississippi State,"Starkville, MS, USA",QUINNDARY,WEATHERSPOON,Canton,MS, USA,187,52,42,118,12,56,123,166,83,35,199,99,1162,37,37,1,31.41
Ivy,Columbia,"New York, NY, USA",QUINTON,ADLESH,Arroyo Grande,CA, USA,112,29,72,13,1,14,63,79,23,6,129,41,796,27,27,1,29.48
American Athletic,Temple,"Philadelphia, PA, USA",QUINTON,ROSE,Rochester,NY, USA,190,49,49,64,6,24,75,118,56,34,248,82,1064,33,33,1,32.24
Summit League,Oral Roberts,"Tulsa, OK, USA",R.J.,FUQUA,Tulsa,OK, USA,75,31,28,37,3,8,80,64,48,11,139,55,794,32,27,0.84,24.81
Mid Eastern Athletic,North Carolina Central,"Durham, NC, USA",RAASEAN,DAVIS,Chicago,IL, USA,233,20,0,64,35,102,15,180,75,45,114,70,1015,35,35,1,29
Big South,UNC Asheville,"Asheville, NC, USA",RAEKWON,MILLER,Marion,NC, USA,114,40,68,79,4,22,112,132,81,24,124,89,989,34,34,1,29.09
Northeast,LIU Brooklyn,"Brooklyn, NY, USA",RAIQUAN,CLARK,New Haven,CT, USA,207,40,7,183,14,74,53,171,97,61,165,143,1127,35,35,1,32.2
Atlantic Sun,USC Upstate,"Spartanburg, SC, USA",RAMEL,THOMPKINS,Vidalia,GA, USA,113,23,73,46,33,38,28,147,72,8,163,35,1004,32,32,1,31.38
Colonial,James Madison,"Harrisonburg, VA, USA",RAMONE,SNOWDEN,Virginia Beach,VA, USA,66,41,31,40,9,30,84,94,99,31,86,54,927,32,32,1,28.97
Northeast,St. Francis (PA),"Loretto, PA, USA",RANDALL,GASKINS,Woodbridge,VA, USA,57,25,5,26,6,22,36,44,46,16,70,20,722,31,28,0.9,23.29
Conference USA,Old Dominion,"Norfolk, VA, USA",RANDY,HAYNES,Dumfries,VA, USA,145,43,65,35,8,31,78,88,64,16,230,46,957,32,32,1,29.91
Big South,Radford,"Radford, VA, USA",RANDY,PHILLIPS,Jackson,MS, USA,93,17,0,59,35,105,26,96,85,38,78,60,821,36,36,1,22.81
Mountain West,Colorado State,"Fort Collins, CO, USA",RAQUAN,MITCHELL,Homestead,FL, USA,83,19,10,33,6,17,49,69,46,12,120,27,692,32,30,0.94,21.63
Sun Belt,Arkansas State,"Jonesboro, AR, USA",RASHAD,LINDSEY,St. Louis,MO, USA,103,28,30,47,1,20,78,49,42,9,148,47,947,32,32,1,29.59
American Athletic,Wichita State,"Wichita, KS, USA",RASHARD,KELLY,Fredricksburg,VA, USA,66,19,2,51,18,104,84,148,57,35,75,45,796,33,32,0.97,24.12
Big 12,Oklahoma,"Norman, OK, USA",RASHARD,ODOMES,Copperas Cove,TX, USA,86,10,7,43,2,48,35,60,53,37,84,26,654,32,31,0.97,20.44
Northeast,St. Francis (BKN),"Brooklyn, NY, USA",RASHEEM,DUNN,Brooklyn,NY, USA,155,41,42,105,1,21,70,150,49,31,244,61,923,31,30,0.97,29.77
Mountain West,Fresno State,"Fresno, CA, USA",RAY,BOWLES,Modesto,CA, USA,123,31,34,58,4,20,65,88,74,37,161,46,1020,32,32,1,31.88
Ohio Valley,Eastern Illinois,"Charleston, IL, USA",RAY,CROSSLAND,St. Louis,MO, USA,84,31,28,46,11,59,39,86,80,27,139,59,916,31,31,1,29.55
American Athletic,Tulane,"New Orleans, LA, USA",RAY,ONA EMBO,Lognes,, FRA,101,23,46,46,5,14,95,79,73,18,133,47,960,31,29,0.94,30.97
Metro Atlantic Athletic,Monmouth,"West Long Branch, NJ, USA",RAY,SALNAVE,Elmont,NY, USA,82,39,20,109,4,17,49,87,73,36,118,71,659,31,30,0.97,21.26
Atlantic Coast,Louisville,"Louisville, KY, USA",RAY,SPALDING,Louisville,KY, USA,183,54,5,73,62,113,46,199,108,41,154,61,995,36,36,1,27.64
American Athletic,Memphis,"Memphis, TN, USA",RAYNERE,THORNTON,Marietta,GA, USA,58,21,20,46,4,37,40,95,54,38,70,38,702,34,34,1,20.65
Southeastern,Georgia,"Athens, GA, USA",RAYSHAUN,HAMMONDS,Norcross,GA, USA,82,15,16,41,6,49,45,113,81,18,113,43,797,33,33,1,24.15
Atlantic 10,Massachusetts,"Amherst, MA, USA",RAYSHAWN,MILLER,Boston,MA, USA,61,13,31,12,2,7,64,46,47,5,108,35,820,33,33,1,24.85
Summit League,South Dakota State,"Brookings, SD, USA",REED,TELLINGHUISEN,Sac City,IA, USA,141,18,64,73,21,31,54,137,68,27,161,26,1079,35,35,1,30.83
Missouri Valley,Drake,"Des Moines, IA, USA",REED,TIMMER,New Berlin,WI, USA,187,21,93,183,3,18,79,103,51,29,234,65,1134,34,34,1,33.35
Big South,Presbyterian,"Clinton, SC, USA",REGGIE,DILLARD,Greensboro,NC, USA,175,23,67,81,9,17,56,85,59,31,226,84,1074,32,32,1,33.56
Mid-American,Western Michigan,"Kalamazoo, MI, USA",REGGIE,JONES,Marion,IN, USA,113,30,38,59,9,27,67,97,56,14,183,65,756,32,32,1,23.63
Big West,Cal State Northridge,"Northridge, CA, USA",REGGIE,THEUS,Los Angeles,CA, USA,81,12,5,19,8,34,18,33,51,20,117,31,691,30,30,1,23.03
Mid Eastern Athletic,North Carolina Central,"Durham, NC, USA",REGINALD,GARDNER,Bowie,MD, USA,122,13,76,57,6,17,57,45,57,18,235,38,1027,35,35,1,29.34
Southwestern Athletic,Alabama State,"Montgomery, AL, USA",REGINALD,GEE,Houston,TX, USA,153,20,60,117,14,39,30,105,57,34,197,48,931,31,31,1,30.03
Pacific 12,Stanford,"Stanford, CA, USA",REID,TRAVIS,Minneapolis,MN, USA,250,26,18,164,4,104,47,202,89,79,224,72,1190,35,35,1,34
Pacific 12,Arizona State,"Tempe, AZ, USA",REMY,MARTIN,Chatsworth,CA, USA,107,36,23,71,2,22,94,74,49,23,128,43,762,32,32,1,23.81
Atlantic 10,Duquesne,"Pittsburgh, PA, USA",RENE,CASTRO-CANEDDY,Boston,MA, USA,153,28,48,71,3,18,108,73,52,22,184,56,1022,32,32,1,31.94
Atlantic Coast,Notre Dame,"South Bend, IN, USA",REX,PFLUEGER,Dana Point,CA, USA,93,37,40,55,8,44,112,107,69,16,167,52,1153,36,35,0.97,32.03
Metro Atlantic Athletic,Quinnipiac,"Hamden, CT, USA",RICH,KELLY,Shelton,CT, USA,122,23,51,72,4,10,155,65,51,22,191,97,1128,33,33,1,34.18
Metro Atlantic Athletic,Manhattan,"Bronx, NY, USA",RICH,WILLIAMS,Brooklyn,NY, USA,150,21,55,53,4,22,77,112,41,14,191,83,928,31,28,0.9,29.94
Western Athletic,Seattle,"Seattle, WA, USA",RICHAUD,GITTENS,Tempe,AZ, USA,122,38,45,66,6,56,54,117,71,24,173,55,1046,34,33,0.97,30.76
Western Athletic,Cal State Bakersfield,"Bakersfield, CA, USA",RICKEY,HOLDEN,Laurel,MS, USA,112,38,35,64,0,20,85,62,59,14,158,63,920,30,30,1,30.67
Metro Atlantic Athletic,Iona,"New Rochelle, NY, USA",RICKEY,MCGILL,Spring Valley,NY, USA,163,52,51,80,4,25,189,113,47,34,200,95,1145,34,34,1,33.68
Southeastern,Vanderbilt,"Nashville, TN, USA",RILEY,LACHANCE,Brookfield,WI, USA,156,15,81,57,0,12,103,90,65,16,185,40,1015,32,32,1,31.72
America East,Massachusetts Lowell,"Lowell, MA, USA",RINARDO,PERRY,Washington,DC, USA,101,31,27,35,9,22,44,56,44,26,123,36,727,30,29,0.97,24.23
Mid Eastern Athletic,Howard,"Washington, DC, USA",RJ,COLE,Union,NJ, USA,241,56,109,191,0,27,198,103,67,57,371,127,1242,33,33,1,37.64
American Athletic,Houston,"Houston, TX, USA",ROB,GRAY,Forest City,NC, USA,218,38,61,158,4,23,148,102,51,39,270,79,1083,35,34,0.97,30.94
Atlantic Sun,Lipscomb,"Nashville, TN, USA",ROB,MARBERRY,Nashville,TN, USA,218,23,0,90,23,67,62,125,70,32,138,50,940,33,33,1,28.48
Pacific 12,Washington State,"Pullman, WA, USA",ROBERT,FRANKS,Vancouver,WA, USA,175,15,66,105,29,49,58,148,86,18,193,70,989,31,30,0.97,31.9
Big Ten,Indiana,"Bloomington, IN, USA",ROBERT,JOHNSON,Richmond,VA, USA,156,25,66,57,6,6,84,133,64,24,209,76,1060,31,31,1,34.19
Southeastern,Texas A&M,"College Station, TX, USA",ROBERT,WILLIAMS,Oil City,LA, USA,139,24,0,33,75,71,43,206,67,37,81,52,769,35,30,0.86,21.97
West Coast,Pacific,"Stockton, CA, USA",ROBERTO,GALLINAT,Atlanta,GA, USA,153,20,51,111,7,26,37,64,73,33,196,47,1023,32,32,1,31.97
Southland,Nicholls State,"Thibodaux, LA, USA",RODDY,PETERS,Washington,DC, USA,229,44,11,160,6,28,135,160,69,50,216,121,858,32,32,1,26.81
Big East,Providence,"Providence, RI, USA",RODNEY,BULLOCK,Hampton,VA, USA,164,27,47,110,33,50,39,148,85,39,213,66,1120,35,34,0.97,32
Southern,Chattanooga,"Chattanooga, TN, USA",RODNEY,CHATMAN,Lithonia,GA, USA,131,35,43,93,14,9,135,114,80,26,158,89,970,33,30,0.91,29.39
Mid-American,Bowling Green,"Bowling Green, OH, USA",RODRICK,CALDWELL,Dayton,OH, USA,77,20,36,76,1,6,82,49,33,27,135,44,770,32,31,0.97,24.06
Sun Belt,South Alabama,"Mobile, AL, USA",RODRICK,SIKES,Ocean Springs,MS, USA,178,30,88,153,8,13,27,86,59,44,243,60,998,32,32,1,31.19
Colonial,Hofstra,"Hempstead, NY, USA",ROKAS,GUSTYS,Kaunas,, LTU,141,26,0,45,11,127,40,245,96,75,79,53,921,31,31,1,29.71
Metro Atlantic Athletic,Iona,"New Rochelle, NY, USA",ROLAND,GRIFFIN,Aurora,IL, USA,144,15,2,79,23,40,46,131,66,39,127,51,788,34,33,0.97,23.18
Pacific 12,Arizona State,"Tempe, AZ, USA",ROMELLO,WHITE,Suwannee,GA, USA,120,8,0,85,22,79,13,141,103,69,64,44,752,32,31,0.97,23.5
Big South,Presbyterian,"Clinton, SC, USA",ROMEO,CROUCH,Titusville,FL, USA,60,32,31,22,2,44,36,76,24,17,84,47,756,32,31,0.97,23.63
Northeast,Wagner,"Staten Island, NY, USA",ROMONE,SAUNDERS,Temple Hills,MD, USA,130,31,48,50,7,46,51,113,57,21,179,52,791,33,25,0.76,23.97
Horizon,IUPUI,"Indianapolis, IN, USA",RON,PATTERSON,Indianapolis,IN, USA,111,33,62,25,20,16,54,79,61,13,164,49,837,30,30,1,27.9
Conference USA,Florida Atlantic,"Boca Raton, FL, USA",RONALD,DELPH,Winter Haven,FL, USA,200,13,0,53,63,84,23,186,72,23,204,52,910,31,31,1,29.35
Big East,Creighton,"Omaha, NE, USA",RONNIE,HARRELL,Denver,CO, USA,72,17,18,47,8,35,79,153,46,12,83,39,761,33,30,0.91,23.06
Sun Belt,Appalachian State,"Boone, NC, USA",RONSHAD,SHABAZZ,Raleigh,NC, USA,206,36,80,117,2,19,99,64,40,53,309,80,1078,33,33,1,32.67
Conference USA,North Texas,"Denton, TX, USA",ROOSEVELT,SMART,Chicago,IL, USA,219,24,131,165,10,17,34,143,80,21,332,66,1274,38,38,1,33.53
Horizon,Detroit,"Detroit, MI, USA",ROSCHON,PRINCE,Long Beach,CA, USA,104,20,0,76,13,72,38,89,74,28,84,39,690,32,31,0.97,21.56
West Coast,Gonzaga,"Spokane, WA, USA",RUI,HACHIMURA,Sendai,, JPN,159,19,5,105,19,47,23,127,73,27,121,45,766,37,37,1,20.7
Colonial,Delaware,"Newark, DE, USA",RYAN,ALLEN,Bowie,MD, USA,163,15,86,47,6,8,45,67,81,18,238,49,1071,33,30,0.91,32.45
Ivy,Pennsylvania,"Philadelphia, PA, USA",RYAN,BETLEY,Downingtown,PA, USA,150,27,84,87,14,22,42,143,60,26,205,48,1106,33,33,1,33.52
Colonial,Delaware,"Newark, DE, USA",RYAN,DALY,Ardmore,PA, USA,178,33,46,87,3,40,67,133,46,50,235,35,1049,33,28,0.85,31.79
Metro Atlantic Athletic,Marist,"Poughkeepsie, NY, USA",RYAN,FUNK,Clarence,NY, USA,108,13,77,53,5,9,14,78,49,17,149,24,939,31,30,0.97,30.29
America East,Massachusetts Lowell,"Lowell, MA, USA",RYAN,JONES,Rio Rancho,NM, USA,114,19,43,69,5,22,91,117,39,30,140,68,947,30,30,1,31.57
Big South,Liberty,"Lynchburg, VA, USA",RYAN,KEMRITE,Conroe,TX, USA,115,21,84,42,2,16,33,79,59,5,144,26,1139,37,35,0.95,30.78
Big Sky,Weber State,"Ogden, UT, USA",RYAN,RICHARDSON,Mesa,AZ, USA,145,33,91,38,11,7,66,93,59,13,171,46,1010,31,31,1,32.58
Mountain West,Air Force,"Colorado Springs, CO, USA",RYAN,SWAN,Aurora,CO, USA,102,19,21,61,17,53,42,87,56,21,112,35,657,31,31,1,21.19
Missouri Valley,Evansville,"Evansville, IN, USA",RYAN,TAYLOR,Gary,IN, USA,194,20,67,76,6,12,28,84,47,12,264,57,879,32,25,0.78,27.47
Mountain West,San Jose State,"San Jose, CA, USA",RYAN,WELAGE,Greensburg,IN, USA,191,17,60,100,5,26,42,135,38,14,223,54,1039,30,30,1,34.63
Conference USA,North Texas,"Denton, TX, USA",RYAN,WOOLRIDGE,Mansfield,TX, USA,189,51,17,85,17,35,218,161,78,83,193,130,1391,38,38,1,36.61
Patriot League,American University,"Washington, DC, USA",SA'EED,NELSON,Pleasantville,NJ, USA,191,52,28,128,5,25,147,79,70,60,240,109,1074,30,29,0.97,35.8
Southeastern,Vanderbilt,"Nashville, TN, USA",SABEN,LEE,Phoenix,AZ, USA,115,39,23,85,5,22,99,73,75,32,134,71,857,32,32,1,26.78
Big East,Marquette,"Milwaukee, WI, USA",SACAR,ANIM,Minneapolis,MN, USA,104,28,8,51,2,44,57,59,96,31,112,47,944,35,35,1,26.97
Big 12,West Virginia,"Morgantown, WV, USA",SAGABA,KONATE,Bamako,, MLI,155,15,0,79,116,94,24,179,111,21,149,45,915,37,36,0.97,24.73
Mountain West,Fresno State,"Fresno, CA, USA",SAM,BITTNER,Las Vegas,NV, USA,57,35,39,16,10,27,52,65,85,4,56,27,817,32,32,1,25.53
Southland,Incarnate Word,"San Antonio, TX, USA",SAM,BURMEISTER,San Antonio,TX, USA,70,18,26,34,3,3,26,70,45,17,89,37,611,28,26,0.93,21.82
Big East,Marquette,"Milwaukee, WI, USA",SAM,HAUSER,Stevens Point,WI, USA,174,35,95,51,16,35,100,165,73,10,175,42,1141,35,35,1,32.6
Patriot League,American University,"Washington, DC, USA",SAM,IORIO,Allentown,PA, USA,143,38,62,68,25,46,37,137,60,18,157,49,934,30,28,0.93,31.13
Summit League,Oral Roberts,"Tulsa, OK, USA",SAM,KEARNS,San Antonio,TX, USA,106,18,70,43,1,13,131,64,62,9,183,69,1059,32,32,1,33.09
Sun Belt,Louisiana-Monroe,"Monroe, LA, USA",SAM,MCDANIEL,Adelaide,, AUS,162,33,76,87,9,38,66,146,75,21,219,70,1074,32,32,1,33.56
Mountain West,Utah State,"Logan, UT, USA",SAM,MERRILL,Bountiful,UT, USA,192,35,98,73,7,7,107,104,75,13,189,62,1202,34,34,1,35.35
American Athletic,Tulane,"New Orleans, LA, USA",SAMIR,SEHIC,Cypress,TX, USA,111,11,18,84,14,74,24,88,69,34,83,35,631,31,31,1,20.35
Colonial,Drexel,"Philadelphia, PA, USA",SAMMY,MOJICA,Chelsea,MA, USA,128,48,62,48,11,44,48,88,56,26,211,47,1164,33,33,1,35.27
Metro Atlantic Athletic,St. Peter's,"Jersey City, NJ, USA",SAMUEL,IDOWU,Brooklyn,NY, USA,131,16,27,68,40,53,24,136,87,17,147,45,778,32,32,1,24.31
Atlantic 10,La Salle,"Philadelphia, PA, USA",SAUL,PHIRI,Haverhill,MA, USA,59,35,36,43,18,32,47,120,72,12,123,31,976,32,32,1,30.5
Big Sky,Montana,"Missoula, MT, USA",SAYEED,PRIDGETT,Oakland,CA, USA,122,40,3,40,14,35,44,111,76,21,142,64,770,34,34,1,22.65
Metro Atlantic Athletic,Iona,"New Rochelle, NY, USA",SCHADRAC,CASIMIR,Stamford,CT, USA,99,26,65,79,0,14,65,49,45,17,125,38,899,34,33,0.97,26.44
Big South,Liberty,"Lynchburg, VA, USA",SCOTTIE,JAMES,Tarpon Springs,FL, USA,188,16,15,106,33,94,41,235,76,35,118,51,943,37,37,1,25.49
Big Ten,Northwestern,"Rosemont, IL, USA",SCOTTIE,LINDSEY,Hillside,IL, USA,169,15,79,68,14,24,54,99,83,14,255,52,1026,32,32,1,32.06
Northeast,Sacred Heart,"Fairfield, CT, USA",SEAN,HOEHN,Morristown,NJ, USA,132,42,49,80,4,20,126,89,65,21,201,78,1003,31,30,0.97,32.35
Missouri Valley,Southern Illinois,"Carbondale, IL, USA",SEAN,LLOYD,Philadelphia,PA, USA,142,52,29,85,17,47,69,116,74,31,160,61,1146,33,33,1,34.73
Big East,Butler,"Indianapolis, IN, USA",SEAN,MCDERMOTT,Anderson,IN, USA,83,21,47,18,7,37,32,84,69,4,79,27,738,35,31,0.89,21.09
Patriot League,Colgate,"Hamilton, NY, USA",SEAN,O'BRIEN,Lafayette Hill,PA, USA,110,37,57,73,0,22,121,111,55,12,168,33,1114,33,33,1,33.76
Southland,Texas A&M-CC,"Corpus Christi, TX, USA",SEAN,RHEA,Porter,TX, USA,94,21,3,64,22,49,14,101,85,48,94,59,713,29,27,0.93,24.59
Mid-American,Ball State,"Muncie, IN, USA",SEAN,SELLERS,Greensburg,IN, USA,91,20,57,27,12,26,37,112,52,6,125,34,851,32,32,1,26.59
Pacific 12,Utah,"Salt Lake City, UT, USA",SEDRICK,BAREFIELD,Corona,CA, USA,122,27,58,83,3,8,80,61,43,15,182,56,934,35,32,0.91,26.69
Ivy,Harvard,"Allston, MA, USA",SETH,TOWNS,Columbus,OH, USA,161,25,63,95,19,32,54,138,70,23,223,64,838,32,30,0.94,26.19
Southeastern,Kentucky,"Lexington, KY, USA",SHAI,GILGEOUS-ALEXANDER,Hamilton,ON, CAN,183,61,23,143,18,33,189,120,62,31,194,99,1247,37,37,1,33.7
Mountain West,UNLV,"Paradise, NV, USA",SHAKUR,JUISTON,Newark,NJ, USA,218,30,2,44,21,89,64,240,83,42,123,84,1002,33,33,1,30.36
Atlantic Coast,Pittsburgh,"Pittsburgh, PA, USA",SHAMIEL,STEVENSON,Toronto,ON, CAN,95,16,15,68,8,27,33,114,51,44,93,72,758,32,32,1,23.69
Big East,St. John's,"Queens, NY, USA",SHAMORIE,PONDS,Brooklyn,NY, USA,225,70,47,150,3,36,142,115,51,25,311,82,1110,33,30,0.91,33.64
Big South,Campbell,"Buies Creek, NC, USA",SHANE,WHITFIELD,Raleigh,NC, USA,81,18,0,77,4,18,85,119,64,40,82,61,993,34,34,1,29.21
Southland,Stephen F. Austin,"Nacogdoches, TX, USA",SHANNON,BOGUES,Killeen,TX, USA,201,46,44,93,6,24,47,61,41,24,196,49,842,35,35,1,24.06
Pacific 12,Arizona State,"Tempe, AZ, USA",SHANNON,EVANS,Suffolk,VA, USA,156,44,95,122,9,11,112,93,63,21,256,53,1117,32,32,1,34.91
Ohio Valley,Tennessee Tech,"Cookeville, TN, USA",SHAQ,CALHOUN,Rome,GA, USA,122,38,59,53,13,13,41,82,79,13,162,41,805,33,33,1,24.39
American Athletic,Wichita State,"Wichita, KS, USA",SHAQUILLE,MORRIS,Edmond,OK, USA,176,18,18,91,51,55,44,130,81,34,142,48,783,33,33,1,23.73
Atlantic 10,Saint Joseph's (PA),"Philadelphia, PA, USA",SHAVAR,NEWKIRK,New York,NY, USA,172,50,52,162,7,25,125,114,58,50,271,56,1092,32,32,1,34.13
Patriot League,Navy,"Annapolis, MD, USA",SHAWN,ANDERSON,New Castle,PA, USA,141,31,20,110,1,44,104,114,39,38,173,89,952,32,31,0.97,29.75
Southland,Incarnate Word,"San Antonio, TX, USA",SHAWN,JOHNSON,New Orleans,LA, USA,106,41,58,70,44,30,52,159,56,29,155,41,898,28,28,1,32.07
Colonial,Northeastern,"Boston, MA, USA",SHAWN,OCCEUS,Boynton Beach,FL, USA,118,64,49,70,18,12,59,70,59,19,140,58,953,33,33,1,28.88
Mid-American,Central Michigan,"Mount Pleasant, MI, USA",SHAWN,ROUNDTREE,Edwardsville,IL, USA,166,23,56,144,1,21,151,84,57,31,250,113,1187,36,36,1,32.97
American Athletic,East Carolina,"Greenville, NC, USA",SHAWN,WILLIAMS,Little Rock,AR, USA,117,14,72,65,0,3,51,46,40,9,172,49,847,30,30,1,28.23
Mid Eastern Athletic,Bethune-Cookman,"Daytona Beach, FL, USA",SHAWNTREZ,DAVIS,Atlanta,GA, USA,181,15,23,84,39,86,40,191,105,58,146,78,863,32,32,1,26.97
Atlantic Coast,Clemson,"Clemson, SC, USA",SHELTON,MITCHELL,Waxhaw,NC, USA,123,25,50,108,1,14,119,86,48,18,185,68,1101,35,33,0.94,31.46
Big Ten,Penn State,"University Park, PA, USA",SHEP,GARNER,Chester,PA, USA,146,35,120,34,4,8,52,72,81,7,183,47,1279,39,39,1,32.79
Big West,Hawaii,"Honolulu, HI, USA",SHERIFF,DRAMMEH,Stockholm,, SWE,93,33,41,83,6,13,55,85,65,25,145,48,881,30,29,0.97,29.37
Southwestern Athletic,Grambling State,"Grambling, LA, USA",SHIRMANE,THOMAS,Homer,LA, USA,106,29,37,69,12,30,49,108,68,23,155,62,845,31,30,0.97,27.26
American Athletic,Temple,"Philadelphia, PA, USA",SHIZZ,ALSTON,Philadelphia,PA, USA,157,26,71,53,1,22,102,82,50,6,235,52,1111,33,33,1,33.67
Atlantic Sun,N.J.I.T.,"Newark, NJ, USA",SHYQUAN,GIBBS,Hillside,NJ, USA,55,31,24,39,2,10,57,56,71,9,62,29,671,30,30,1,22.37
Western Athletic,New Mexico State,"Las Cruces, NM, USA",SIDY,N'DIR,Cosne,, FRA,86,21,32,62,16,31,49,70,62,20,121,45,890,34,34,1,26.18
West Coast,Gonzaga,"Spokane, WA, USA",SILAS,MELSON,Portland,OR, USA,118,39,61,46,5,16,83,98,89,9,171,36,1136,37,37,1,30.7
Big West,UC Davis,"Davis, CA, USA",SILER,SCHNEIDER,Lansing,KS, USA,176,36,36,70,8,16,71,86,83,28,221,82,996,33,33,1,30.18
Mid Eastern Athletic,Delaware State,"Dover, DE, USA",SIMON,OKOLUE,Lagos,, NGA,134,16,0,43,29,77,7,114,66,25,85,43,720,32,27,0.84,22.5
Big Sky,Eastern Washington,"Cheney, WA, USA",SIR,WASHINGTON,Las Vegas,NV, USA,75,23,21,46,4,16,55,83,62,29,125,38,782,35,34,0.97,22.34
